batch_id,product_id,product_name,baked_date,baked_at,units_baked,units_sold,units_wasted,waste_cost_usd,shelf_life_hours
40872575-7654-4a90-a08d-e893497902c7,P008,Cheese Danish,2024-01-04,2024-01-04 07:00:00,27,13,14,16.8,10
52d74750-36f4-4a42-8c9a-816657d735da,P009,Baguette,2024-01-04,2024-01-04 04:00:00,53,12,41,32.8,24
d3cbd798-3907-4624-a9cb-29ea3ee8c96f,P010,Custom Cake,2024-01-04,2024-01-04 04:00:00,24,15,9,162.0,48
2c6c5931-12f8-4ecd-bbef-4a70cc7717b0,P011,Blueberry Muffin,2024-01-04,2024-01-04 04:00:00,55,9,46,32.2,24
9f286837-5879-45fa-b57a-9506477d9652,P012,Brioche Loaf,2024-01-04,2024-01-04 06:00:00,31,19,12,24.0,48
d23775ab-9454-423c-a7c0-e8a2cbdf9a58,P001,Butter Croissant,2024-01-05,2024-01-05 07:00:00,57,4,53,63.6,12
297eb273-2526-425a-a91c-6ec78f3a715e,P002,Sourdough Loaf,2024-01-05,2024-01-05 05:00:00,47,9,38,68.4,48
3839ba86-2fb8-4c02-b65e-242d5c550d55,P003,Almond Danish,2024-01-05,2024-01-05 06:00:00,32,6,26,28.6,10
bc244a99-19a1-43d9-b347-ea09fc6ed12e,P004,Chocolate Cake,2024-01-05,2024-01-05 05:00:00,41,1,40,320.0,72
f5ec3f3b-6707-4d4b-80b6-2391044cf766,P005,Cinnamon Roll,2024-01-05,2024-01-05 04:00:00,46,7,39,35.1,8
185a24d2-2708-42a4-8917-0e63c6c9d2cb,P006,Bagel Plain,2024-01-05,2024-01-05 04:00:00,51,4,47,23.5,24
c0b206e5-fcc5-4448-aa99-fb9fa2239a07,P007,Macaron Box,2024-01-05,2024-01-05 07:00:00,33,9,24,96.0,72
0f7380b4-bfc5-42f7-af0e-963414c2471c,P008,Cheese Danish,2024-01-05,2024-01-05 04:00:00,48,5,43,51.6,10
e4bf758b-c8f4-444c-90f1-1fed8444263f,P009,Baguette,2024-01-05,2024-01-05 05:00:00,30,6,24,19.2,24
2c934289-0c6c-4e15-bd8f-c920db8fb407,P010,Custom Cake,2024-01-05,2024-01-05 04:00:00,32,9,23,414.0,48
e53a3b8e-ce75-4258-b13b-077d64eb6fea,P011,Blueberry Muffin,2024-01-05,2024-01-05 07:00:00,36,6,30,21.0,24
358abd88-2f28-496f-81a6-547f312b0904,P012,Brioche Loaf,2024-01-05,2024-01-05 06:00:00,59,9,50,100.0,48
ab43cad8-9913-4b62-8c65-7a7d7ffbbec2,P001,Butter Croissant,2024-01-06,2024-01-06 06:00:00,59,17,42,50.4,12
82b5e87d-3e76-4de2-804a-aedb777d7c56,P002,Sourdough Loaf,2024-01-06,2024-01-06 05:00:00,102,40,62,111.6,48
eab562a7-ce4b-4f9e-9675-54ffdb5233bc,P003,Almond Danish,2024-01-06,2024-01-06 04:00:00,50,8,42,46.2,10
070db8d5-345b-4d0d-91e0-50c532d4989e,P004,Chocolate Cake,2024-01-06,2024-01-06 04:00:00,45,10,35,280.0,72
58d382be-df4b-482a-894a-b5da06b7c175,P005,Cinnamon Roll,2024-01-06,2024-01-06 04:00:00,48,27,21,18.9,8
809c68d9-2c79-4811-aada-ecc07b67acd7,P006,Bagel Plain,2024-01-06,2024-01-06 05:00:00,84,24,60,30.0,24
13f2771c-0310-4965-9c8e-9991ba3ac05c,P007,Macaron Box,2024-01-06,2024-01-06 06:00:00,43,11,32,128.0,72
7331a6af-5c00-4d8e-b438-c9d33cfaabee,P008,Cheese Danish,2024-01-06,2024-01-06 04:00:00,54,16,38,45.6,10
ae434dc3-e7fe-452b-aaaf-cf1d790e2ddf,P009,Baguette,2024-01-06,2024-01-06 07:00:00,84,22,62,49.6,24
46a78ddb-65c4-4503-8909-1cf0ce4ebb7f,P010,Custom Cake,2024-01-06,2024-01-06 07:00:00,95,11,84,1512.0,48
770292f0-0227-41df-a9f3-d519fbc85486,P011,Blueberry Muffin,2024-01-06,2024-01-06 05:00:00,68,11,57,39.9,24
60110426-26ee-4821-9ffa-3c1d50d06a9a,P012,Brioche Loaf,2024-01-06,2024-01-06 07:00:00,75,15,60,120.0,48
bd19e7e8-112b-444a-b196-32bbfccb6345,P001,Butter Croissant,2024-01-07,2024-01-07 07:00:00,36,15,21,25.2,12
e98f723d-8b09-45b1-9090-5076e4f66d52,P002,Sourdough Loaf,2024-01-07,2024-01-07 05:00:00,68,17,51,91.8,48
484bd30b-1999-4fcd-9e50-2a2c7b1be63a,P003,Almond Danish,2024-01-07,2024-01-07 07:00:00,50,12,38,41.8,10
0499e868-590b-4721-ad41-7264383ad3d2,P004,Chocolate Cake,2024-01-07,2024-01-07 04:00:00,84,20,64,512.0,72
88445100-bc99-441d-8255-10b778261bd8,P005,Cinnamon Roll,2024-01-07,2024-01-07 07:00:00,70,20,50,45.0,8
f78f54e6-9050-4553-98fd-b71958264f99,P006,Bagel Plain,2024-01-07,2024-01-07 04:00:00,41,6,35,17.5,24
63aed444-8e41-4466-8ae1-b566e2de1cee,P007,Macaron Box,2024-01-07,2024-01-07 06:00:00,59,13,46,184.0,72
96c41809-b84f-4d40-acdf-6839743e7f0b,P008,Cheese Danish,2024-01-07,2024-01-07 05:00:00,77,8,69,82.8,10
36b87659-07c6-4a0b-9454-e07a65a25ffb,P009,Baguette,2024-01-07,2024-01-07 05:00:00,102,17,85,68.0,24
e073b531-f97b-4c5f-84b6-7e78ed1dd636,P010,Custom Cake,2024-01-07,2024-01-07 06:00:00,36,19,17,306.0,48
38298d05-d856-4bd1-b983-71e68e98ebfb,P011,Blueberry Muffin,2024-01-07,2024-01-07 07:00:00,79,11,68,47.6,24
269ca5b8-4a04-409b-944c-18bd3f7fd2bf,P012,Brioche Loaf,2024-01-07,2024-01-07 05:00:00,81,13,68,136.0,48
fbcc4dbe-3362-4c89-b381-d0be55d370ac,P001,Butter Croissant,2024-01-08,2024-01-08 05:00:00,29,13,16,19.2,12
83d2dc26-4f0a-453e-b761-9779926250d8,P002,Sourdough Loaf,2024-01-08,2024-01-08 05:00:00,46,12,34,61.2,48
02af28f7-be63-46a6-a04b-66c74d1ee8f0,P003,Almond Danish,2024-01-08,2024-01-08 07:00:00,35,8,27,29.7,10
477c289f-4b5a-40e7-9432-3034cb466763,P004,Chocolate Cake,2024-01-08,2024-01-08 06:00:00,45,4,41,328.0,72
8f6c4c18-64c1-400d-8c62-f01c599775c5,P005,Cinnamon Roll,2024-01-08,2024-01-08 07:00:00,42,5,37,33.3,8
13c6fdb5-84f3-43ca-b2e0-b1f3622cc304,P006,Bagel Plain,2024-01-08,2024-01-08 06:00:00,40,4,36,18.0,24
a949bea0-37a2-43ae-80bb-51c17c324424,P007,Macaron Box,2024-01-08,2024-01-08 05:00:00,59,16,43,172.0,72
6874f56e-c755-426a-8519-156aaeab6d99,P008,Cheese Danish,2024-01-08,2024-01-08 07:00:00,26,0,26,31.2,10
81abecd6-57a2-438f-94a8-31a6e26c5746,P009,Baguette,2024-01-08,2024-01-08 04:00:00,28,12,16,12.8,24
01914895-66e8-415c-a624-d260a992aa65,P010,Custom Cake,2024-01-08,2024-01-08 06:00:00,51,2,49,882.0,48
1859d187-ad94-411d-8d6f-91e7b0ed97dd,P011,Blueberry Muffin,2024-01-08,2024-01-08 07:00:00,57,11,46,32.2,24
678121c3-1beb-4cd6-b31b-b96e1e62423c,P012,Brioche Loaf,2024-01-08,2024-01-08 04:00:00,20,3,17,34.0,48
7b82755c-02e9-47b0-8f69-88b6e7ef41d8,P001,Butter Croissant,2024-01-09,2024-01-09 04:00:00,41,18,23,27.6,12
0e357220-2c98-4c56-ab0d-6ba8cc9e327d,P002,Sourdough Loaf,2024-01-09,2024-01-09 04:00:00,41,13,28,50.4,48
17f659e5-5440-43ec-abb8-13491c18731d,P003,Almond Danish,2024-01-09,2024-01-09 06:00:00,42,10,32,35.2,10
c299ee2e-b797-4651-a4da-40dcb3307bc9,P004,Chocolate Cake,2024-01-09,2024-01-09 04:00:00,46,17,29,232.0,72
3c9f9f9b-0fe3-4ace-96bc-97784573de7a,P005,Cinnamon Roll,2024-01-09,2024-01-09 05:00:00,32,15,17,15.3,8
b3ddc478-28bc-40b0-a970-3164e6e1d89f,P006,Bagel Plain,2024-01-09,2024-01-09 07:00:00,57,9,48,24.0,24
0d7f8f64-a9ea-4027-9eb2-422b8dfe1fd4,P007,Macaron Box,2024-01-09,2024-01-09 06:00:00,24,7,17,68.0,72
751c2bfe-2bf7-4eb8-b8a3-1d1d8c5738c2,P008,Cheese Danish,2024-01-09,2024-01-09 05:00:00,41,4,37,44.4,10
41180ef5-a676-4c69-926c-42036239a8de,P009,Baguette,2024-01-09,2024-01-09 07:00:00,51,12,39,31.2,24
2d282021-a1c4-465b-a20b-0618012d73f5,P010,Custom Cake,2024-01-09,2024-01-09 05:00:00,25,16,9,162.0,48
fc88e328-0cc6-4cf0-955d-3d76c48f3054,P011,Blueberry Muffin,2024-01-09,2024-01-09 04:00:00,20,10,10,7.0,24
feec391b-8c44-4e5b-b31a-d4739879d229,P012,Brioche Loaf,2024-01-09,2024-01-09 04:00:00,50,6,44,88.0,48
d6f1f1f6-94bf-4a6b-9203-1dcefe2e9792,P001,Butter Croissant,2024-01-10,2024-01-10 06:00:00,33,6,27,32.4,12
fc9da7e0-671c-4c8d-b91e-1ec683206e00,P002,Sourdough Loaf,2024-01-10,2024-01-10 05:00:00,59,4,55,99.0,48
a8fb246f-2439-4995-9559-10a79fcc9ccf,P003,Almond Danish,2024-01-10,2024-01-10 04:00:00,46,10,36,39.6,10
1fcc447e-6425-4ab9-9809-2146904ba7da,P004,Chocolate Cake,2024-01-10,2024-01-10 06:00:00,54,9,45,360.0,72
c24d40ef-c0cd-4baa-9881-6bc049cb1070,P005,Cinnamon Roll,2024-01-10,2024-01-10 06:00:00,46,7,39,35.1,8
81e74649-b8e8-4b66-aff4-a652b63005d8,P006,Bagel Plain,2024-01-10,2024-01-10 05:00:00,49,9,40,20.0,24
12fd2f7d-30c4-4e46-ac18-3df0e2f57d1a,P007,Macaron Box,2024-01-10,2024-01-10 04:00:00,34,9,25,100.0,72
7acc94ed-61ab-4518-a3ec-41b707bcec80,P008,Cheese Danish,2024-01-10,2024-01-10 05:00:00,34,6,28,33.6,10
989e6ed1-6df8-48a0-b84f-d153d1ce9fc5,P009,Baguette,2024-01-10,2024-01-10 07:00:00,38,9,29,23.2,24
99d59613-8811-4c55-b06a-63dd30333d26,P010,Custom Cake,2024-01-10,2024-01-10 06:00:00,20,8,12,216.0,48
3ec3cf20-35a4-41a8-87fd-11bb6216c67d,P011,Blueberry Muffin,2024-01-10,2024-01-10 05:00:00,38,9,29,20.3,24
7a5de9c6-8b27-4669-b792-db3016e8fba2,P012,Brioche Loaf,2024-01-10,2024-01-10 05:00:00,31,15,16,32.0,48
232b9d76-ff1f-4415-a6c4-5b50ece20931,P001,Butter Croissant,2024-01-11,2024-01-11 04:00:00,20,7,13,15.6,12
7ce19390-ed9c-4940-8166-3b607c3d0d09,P002,Sourdough Loaf,2024-01-11,2024-01-11 04:00:00,43,7,36,64.8,48
62f02a1b-1617-45ad-8e79-7a1ee9bb3676,P003,Almond Danish,2024-01-11,2024-01-11 06:00:00,22,6,16,17.6,10
ad17a7eb-2e9a-4562-908e-620d880ddd4a,P004,Chocolate Cake,2024-01-11,2024-01-11 04:00:00,49,5,44,352.0,72
34cad615-c6cf-4b93-976a-072e6f8e8fc3,P005,Cinnamon Roll,2024-01-11,2024-01-11 07:00:00,22,7,15,13.5,8
0aa2e068-06fe-4378-8e94-b472843afed5,P006,Bagel Plain,2024-01-11,2024-01-11 05:00:00,32,5,27,13.5,24
87539343-9762-4a25-b62e-f40ea070862c,P007,Macaron Box,2024-01-11,2024-01-11 05:00:00,60,1,59,236.0,72
f6c108fa-7329-4e8f-a2b9-801d31e49777,P008,Cheese Danish,2024-01-11,2024-01-11 05:00:00,38,6,32,38.4,10
237abfa3-9475-47aa-9e22-6a0b9ceea351,P009,Baguette,2024-01-11,2024-01-11 06:00:00,58,8,50,40.0,24
98a88ea3-0f98-472a-94ca-2c0e3ff189be,P010,Custom Cake,2024-01-11,2024-01-11 04:00:00,57,4,53,954.0,48
25dee6b2-e665-41c4-99bd-79c0a5024e8b,P011,Blueberry Muffin,2024-01-11,2024-01-11 05:00:00,45,6,39,27.3,24
e5724cc2-032b-429d-97fd-1aacd150a417,P012,Brioche Loaf,2024-01-11,2024-01-11 04:00:00,35,9,26,52.0,48
d64f14c8-26eb-4f53-850d-b414267c970e,P001,Butter Croissant,2024-01-12,2024-01-12 04:00:00,57,11,46,55.2,12
04acf192-94ea-488e-b6db-cfe94eaf423f,P002,Sourdough Loaf,2024-01-12,2024-01-12 06:00:00,37,10,27,48.6,48
b97fff43-f273-4ba5-b0f8-a1d635d8108e,P003,Almond Danish,2024-01-12,2024-01-12 07:00:00,41,15,26,28.6,10
15cce048-4a6c-409e-bb64-cfbfbae49672,P004,Chocolate Cake,2024-01-12,2024-01-12 06:00:00,31,17,14,112.0,72
a7d621f4-c61a-4c62-b602-079eaa541e49,P005,Cinnamon Roll,2024-01-12,2024-01-12 07:00:00,40,5,35,31.5,8
cc18482d-b832-42c3-bec0-820d6ce9e8c1,P006,Bagel Plain,2024-01-12,2024-01-12 06:00:00,31,12,19,9.5,24
0df17494-1d82-4485-bdc6-3ac29ffd9169,P007,Macaron Box,2024-01-12,2024-01-12 04:00:00,29,1,28,112.0,72
f22894ec-c05c-46c6-ae6b-199819e54841,P008,Cheese Danish,2024-01-12,2024-01-12 07:00:00,59,6,53,63.6,10
16a0e61e-4a82-446a-acb3-0bd9b8f3fee5,P009,Baguette,2024-01-12,2024-01-12 04:00:00,46,9,37,29.6,24
94131b0d-c6e2-4e6f-9a86-05e7cc6b090e,P010,Custom Cake,2024-01-12,2024-01-12 06:00:00,44,12,32,576.0,48
e08ae4df-eea0-4d37-bd23-4da26bc7937c,P011,Blueberry Muffin,2024-01-12,2024-01-12 05:00:00,37,1,36,25.2,24
8b77005a-2900-4e72-9b23-862db1d6e772,P012,Brioche Loaf,2024-01-12,2024-01-12 05:00:00,23,11,12,24.0,48
dfef3460-b4f4-494a-bcd1-413c9ab1fdef,P001,Butter Croissant,2024-01-13,2024-01-13 05:00:00,66,6,60,72.0,12
a6175aba-ecd0-4c33-ba8a-c7c8f64a7fe9,P002,Sourdough Loaf,2024-01-13,2024-01-13 04:00:00,61,9,52,93.6,48
5cc63fef-9f29-4106-b413-37730777d240,P003,Almond Danish,2024-01-13,2024-01-13 05:00:00,46,8,38,41.8,10
325476a5-9b87-42a1-9f45-143122b8a271,P004,Chocolate Cake,2024-01-13,2024-01-13 05:00:00,52,15,37,296.0,72
aebb33be-d319-4cc9-8660-6440d77c1d10,P005,Cinnamon Roll,2024-01-13,2024-01-13 04:00:00,106,13,93,83.7,8
d0aff7a7-a084-40d3-ade2-e7d67149aefd,P006,Bagel Plain,2024-01-13,2024-01-13 06:00:00,52,14,38,19.0,24
e4db45f9-bc04-404c-bc7e-867b0bd49138,P007,Macaron Box,2024-01-13,2024-01-13 04:00:00,104,19,85,340.0,72
87c8b2d6-e7b1-4ead-a64f-3b6c478fdc65,P008,Cheese Danish,2024-01-13,2024-01-13 05:00:00,82,7,75,90.0,10
63cc60a4-9901-4150-902b-17747a6f940d,P009,Baguette,2024-01-13,2024-01-13 06:00:00,75,10,65,52.0,24
38f6684e-4e27-4b47-94db-48796184c3dc,P010,Custom Cake,2024-01-13,2024-01-13 06:00:00,45,8,37,666.0,48
02d822a5-01cd-4700-8836-4f8824ceb0b4,P011,Blueberry Muffin,2024-01-13,2024-01-13 06:00:00,93,13,80,56.0,24
97fda005-399a-4538-81e8-60f6fc51913b,P012,Brioche Loaf,2024-01-13,2024-01-13 06:00:00,90,6,84,168.0,48
6b3cdb9b-d186-4427-b612-e87096432cc9,P001,Butter Croissant,2024-01-14,2024-01-14 05:00:00,106,12,94,112.8,12
d3481aa4-b87f-4f8b-9410-096deab9cb4a,P002,Sourdough Loaf,2024-01-14,2024-01-14 04:00:00,91,10,81,145.8,48
c87a61f2-0007-43cf-8e0f-e6932fc007c4,P003,Almond Danish,2024-01-14,2024-01-14 06:00:00,59,14,45,49.5,10
4db7bee5-399c-444b-9cd2-0b4475adbbdf,P004,Chocolate Cake,2024-01-14,2024-01-14 06:00:00,41,5,36,288.0,72
7ac12c6d-3207-43ba-a981-bebf900894cd,P005,Cinnamon Roll,2024-01-14,2024-01-14 05:00:00,57,20,37,33.3,8
6ff262ce-34a5-4bb4-929c-e0cf2ca61c65,P006,Bagel Plain,2024-01-14,2024-01-14 05:00:00,108,32,76,38.0,24
797878e7-5bfb-45eb-a071-154935d4fd6b,P007,Macaron Box,2024-01-14,2024-01-14 05:00:00,70,10,60,240.0,72
0316465d-7f26-419f-8dbb-6276ea868a88,P008,Cheese Danish,2024-01-14,2024-01-14 07:00:00,97,9,88,105.6,10
248dcc90-145f-42f2-bf36-6f3c92f7467c,P009,Baguette,2024-01-14,2024-01-14 07:00:00,90,17,73,58.4,24
d81beb0a-f606-49b1-b3ea-36bc5aa6fae0,P010,Custom Cake,2024-01-14,2024-01-14 04:00:00,99,8,91,1638.0,48
87cf4ecb-6567-4429-807c-b1022de3327a,P011,Blueberry Muffin,2024-01-14,2024-01-14 07:00:00,61,14,47,32.9,24
fad7843a-fc4b-460e-bfb6-9576490683eb,P012,Brioche Loaf,2024-01-14,2024-01-14 07:00:00,36,22,14,28.0,48
c7bdffd7-023b-4b58-8522-3141d0dfa96e,P001,Butter Croissant,2024-01-15,2024-01-15 04:00:00,47,2,45,54.0,12
1522ee2a-a0fd-41fe-b9e8-a30768866507,P002,Sourdough Loaf,2024-01-15,2024-01-15 05:00:00,59,6,53,95.4,48
1a656c31-cc86-433b-8439-ed7676d68737,P003,Almond Danish,2024-01-15,2024-01-15 04:00:00,22,10,12,13.2,10
7dc38c8a-59ad-462a-8233-b294b4c8f9f2,P004,Chocolate Cake,2024-01-15,2024-01-15 06:00:00,36,11,25,200.0,72
3c89bdcb-8b02-4edf-b081-ca0815a4e449,P005,Cinnamon Roll,2024-01-15,2024-01-15 04:00:00,54,4,50,45.0,8
3cd993b7-d906-421c-81f2-0c5a2e81d731,P006,Bagel Plain,2024-01-15,2024-01-15 07:00:00,37,12,25,12.5,24
28e31684-deaa-4344-90cf-89c80e4a7541,P007,Macaron Box,2024-01-15,2024-01-15 05:00:00,30,11,19,76.0,72
3f4a124a-4076-41de-a138-ec6366ef8e59,P008,Cheese Danish,2024-01-15,2024-01-15 05:00:00,50,9,41,49.2,10
ae979c24-5192-4b66-89af-3557b8d154d2,P009,Baguette,2024-01-15,2024-01-15 04:00:00,57,3,54,43.2,24
2c55642f-6392-4602-bfb7-02e42951b22a,P010,Custom Cake,2024-01-15,2024-01-15 06:00:00,60,14,46,828.0,48
c3e772c4-2d18-44f7-8884-428608ba69c7,P011,Blueberry Muffin,2024-01-15,2024-01-15 05:00:00,60,12,48,33.6,24
3ce39572-9a52-419a-9328-f7f7a6ac5826,P012,Brioche Loaf,2024-01-15,2024-01-15 06:00:00,21,9,12,24.0,48
d506f29d-d742-45fd-a43a-f2b0c315abf8,P001,Butter Croissant,2024-01-16,2024-01-16 04:00:00,20,0,20,24.0,12
0bbe7d8b-9c06-40e3-b25a-c2b11870fdd0,P002,Sourdough Loaf,2024-01-16,2024-01-16 05:00:00,39,12,27,48.6,48
e2e38ece-c991-4e7c-add8-01c741343772,P003,Almond Danish,2024-01-16,2024-01-16 07:00:00,20,9,11,12.1,10
368fb5ba-ffa2-49d3-b968-967e5eb05c49,P004,Chocolate Cake,2024-01-16,2024-01-16 06:00:00,39,13,26,208.0,72
3d45bb06-df05-42c9-9071-948bffb7b5d2,P005,Cinnamon Roll,2024-01-16,2024-01-16 06:00:00,35,5,30,27.0,8
25ff5c17-c1f2-48a9-8840-b26c479dc496,P006,Bagel Plain,2024-01-16,2024-01-16 07:00:00,57,11,46,23.0,24
083be129-d6c5-49d7-b1d3-04a6601be950,P007,Macaron Box,2024-01-16,2024-01-16 05:00:00,29,6,23,92.0,72
9d274353-f07d-4bb0-8601-23bfa817ba79,P008,Cheese Danish,2024-01-16,2024-01-16 04:00:00,45,5,40,48.0,10
bdbbdf9b-53ce-4b1b-b66b-3309d20375dc,P009,Baguette,2024-01-16,2024-01-16 05:00:00,52,10,42,33.6,24
eab50c75-f8a3-4514-b030-295404798a0a,P010,Custom Cake,2024-01-16,2024-01-16 06:00:00,25,15,10,180.0,48
3585e813-5270-4eb7-8395-54335ef9b279,P011,Blueberry Muffin,2024-01-16,2024-01-16 04:00:00,52,2,50,35.0,24
3fc61bfd-c1c0-42d9-ae1f-91430a598855,P012,Brioche Loaf,2024-01-16,2024-01-16 07:00:00,50,13,37,74.0,48
d7d02ddf-394d-4d0b-9e6b-c886e6e94446,P001,Butter Croissant,2024-01-17,2024-01-17 04:00:00,52,2,50,60.0,12
4436cf28-c2b0-4b4d-b928-5fdec6e231d3,P002,Sourdough Loaf,2024-01-17,2024-01-17 06:00:00,31,12,19,34.2,48
53457766-f8a9-4e79-909e-394eee4f45a4,P003,Almond Danish,2024-01-17,2024-01-17 07:00:00,60,7,53,58.3,10
eb66d15b-2d4a-4e73-ae36-1869b5675660,P004,Chocolate Cake,2024-01-17,2024-01-17 04:00:00,20,10,10,80.0,72
c0a2ff28-03ab-456f-bab0-25b173ca262f,P005,Cinnamon Roll,2024-01-17,2024-01-17 04:00:00,42,17,25,22.5,8
